region,age,all,respondents,kadry_vysshej_kvalifikacii,vysshee,magistratura,specialitet,bakalavriat,nepolnoe_vysshee,srednee_professionalnoe,specialist_srednego_zvena,kvalificirovannyj_rabochij,srednee,osnovnoe,nachalnoe,doshkolnoe,ne_imejushhie_obrazovanija,iz_nih_negramotnye,ne_ukazavshie_uroven_obrazovanija
Республика Ингушетия,20-24 ,56360,49677,-,6559,304,1054,5201,1448,7621,5618,2003,22020,9644,2222,-,163,13,6683
Республика Ингушетия,25-29 ,48843,43933,186,10970,1018,4663,5289,1535,8081,5629,2452,14876,6884,1288,-,113,9,4910
Республика Ингушетия,30-34 ,46244,41534,277,10231,664,5990,3577,1320,7629,5103,2526,14053,6797,1080,-,147,5,4710
Республика Ингушетия,35-39 ,35888,32581,204,7092,403,4174,2515,1061,6212,4146,2066,11032,5970,876,-,134,2,3307
Республика Ингушетия,40-44 ,33468,30390,196,5545,316,3221,2008,917,5961,3978,1983,10622,6150,850,-,149,6,3078
Республика Ингушетия,45-49 ,27904,25365,151,4094,200,2414,1480,713,5313,3584,1729,9608,4600,706,-,180,11,2539
Республика Ингушетия,50-54 ,29959,26967,119,3376,154,2156,1066,620,5958,3995,1963,10522,5205,878,-,289,8,2992
Республика Ингушетия,55-59 ,23402,21057,97,2488,128,1684,676,410,4490,3093,1397,8451,4159,765,-,197,5,2345
Республика Ингушетия,60-64 ,19770,18065,90,1672,80,1142,450,351,3340,2309,1031,7310,4090,929,-,283,18,1705
Республика Ингушетия,65-69 ,10718,9777,54,705,35,438,232,168,1574,1098,476,3812,2452,759,-,253,12,941
Республика Ингушетия,70 и более,13076,11828,31,543,31,366,146,122,1162,778,384,3742,2812,2239,-,1177,174,1248
Кабардино-Балкарская Республика,6-9,54982,54351,-,-,-,-,-,-,-,-,-,-,-,-,43117,11234,55,631
Кабардино-Балкарская Республика,10-14,64697,64157,-,-,-,-,-,-,-,-,-,-,-,50976,12673,508,22,540
Кабардино-Балкарская Республика,15-17,31379,31065,-,-,-,-,-,-,-,-,-,6795,19722,4331,1,216,23,314
Кабардино-Балкарская Республика,18-19 ,20565,20351,-,-,-,-,-,-,2581,2001,580,13218,4424,10,-,118,22,214
Кабардино-Балкарская Республика,20-24 ,59053,58195,3,11251,528,2379,8344,1566,16127,12288,3839,23052,5990,19,-,187,42,858
Кабардино-Балкарская Республика,25-29 ,62256,61543,732,22532,2791,9937,9804,2002,19190,14629,4561,12176,4693,16,-,202,61,713
Кабардино-Балкарская Республика,30-34 ,81285,80380,1313,28154,2307,16350,9497,2273,26316,19868,6448,15825,6225,31,-,243,68,905
Кабардино-Балкарская Республика,35-39 ,73576,72771,1211,24640,1722,15627,7291,1903,24677,18655,6022,14152,5952,29,-,207,70,805
Кабардино-Балкарская Республика,40-44 ,64605,63867,1022,18990,1128,13044,4818,1560,23829,17895,5934,12931,5348,19,-,168,48,738
Кабардино-Балкарская Республика,45-49 ,54193,53588,764,13534,808,9647,3079,1206,21719,16199,5520,11775,4461,11,-,118,41,605
Кабардино-Балкарская Республика,50-54 ,57561,56977,701,11598,610,8734,2254,1258,25033,18613,6420,13664,4617,5,-,101,33,584
Кабардино-Балкарская Республика,55-59 ,58680,58124,724,10540,521,8021,1998,1045,25794,19202,6592,14788,5102,15,-,116,34,556
Кабардино-Балкарская Республика,60-64 ,55408,54931,630,9135,381,7048,1706,812,23685,17691,5994,14482,5443,636,-,108,24,477
Кабардино-Балкарская Республика,65-69 ,40168,39835,545,6214,265,4823,1126,553,16831,12551,4280,10397,4526,647,-,122,19,333
Кабардино-Балкарская Республика,70 и более,62757,62153,790,7695,320,5956,1419,592,18786,13826,4960,16748,11412,5452,-,678,70,604
Карачаево-Черкесская Республика,6-9,26561,25628,-,-,-,-,-,-,-,-,-,-,-,-,20549,5079,26,933
Карачаево-Черкесская Республика,10-14,32678,31834,-,-,-,-,-,-,-,-,-,-,-,25553,6045,236,1,844
Карачаево-Черкесская Республика,15-17,16978,16413,-,-,-,-,-,-,-,-,-,3984,10109,2256,-,64,7,565
Карачаево-Черкесская Республика,18-19 ,10779,10324,-,-,-,-,-,-,1765,1274,491,6664,1870,3,-,22,5,455
Карачаево-Черкесская Республика,20-24 ,28514,26745,36,7087,424,1538,5125,988,7707,5522,2185,8911,1973,4,-,39,13,1769
Карачаево-Черкесская Республика,25-29 ,31063,29607,443,13611,1305,6970,5336,985,8521,6157,2364,4277,1727,1,-,42,20,1456
Карачаево-Черкесская Республика,30-34 ,40210,38285,728,17559,992,11902,4665,1086,11128,7891,3237,5584,2166,4,-,30,10,1925
Карачаево-Черкесская Республика,35-39 ,38434,36672,720,16059,806,11583,3670,956,11044,7851,3193,5597,2258,1,-,37,11,1762
Карачаево-Черкесская Республика,40-44 ,33894,32129,655,12426,648,9204,2574,774,10615,7395,3220,5547,2069,7,-,36,14,1765
Карачаево-Черкесская Республика,45-49 ,29141,27759,457,8750,488,6467,1795,662,10270,7262,3008,5652,1936,3,-,29,8,1382
Карачаево-Черкесская Республика,50-54 ,28699,27375,367,6847,319,5298,1230,613,11220,7963,3257,6248,2025,5,-,50,7,1324
Карачаево-Черкесская Республика,55-59 ,29509,28185,307,5752,236,4503,1013,475,11911,8427,3484,7316,2359,2,-,63,8,1324
Карачаево-Черкесская Республика,60-64 ,31056,29823,349,4989,207,4001,781,452,12402,8823,3579,8295,2816,455,-,65,5,1233
Карачаево-Черкесская Республика,65-69 ,23396,22404,243,3500,145,2797,558,326,8872,6311,2561,6239,2610,565,-,49,5,992
Карачаево-Черкесская Республика,70 и более,35986,34243,327,3895,197,3034,664,314,9359,6593,2766,9096,6145,4702,-,405,50,1743
Республика Северная Осетия – Алания,6-9,35314,32121,-,-,-,-,-,-,-,-,-,-,-,-,25720,6401,69,3193
Республика Северная Осетия – Алания,10-14,42882,39754,-,-,-,-,-,-,-,-,-,-,-,31658,7818,278,37,3128
Республика Северная Осетия – Алания,15-17,23403,21019,-,-,-,-,-,-,-,-,-,5161,12390,3392,1,75,24,2384
Республика Северная Осетия – Алания,18-19 ,16568,14604,-,-,-,-,-,-,2618,1997,621,8950,2937,66,-,33,12,1964
Республика Северная Осетия – Алания,20-24 ,44428,37678,1,9077,668,1718,6691,1608,10270,7704,2566,13386,3083,137,-,116,52,6750
